Date,Visitor/Neutral,PTS,Home/Neutral,,Visitor_PTS,Home_PTS,Month,Season,Recent Wins (Home),Recent Losses (Home),Recent Win % (Home),Recent Wins (Visitor),Recent Losses (Visitor),Recent Win % (Visitor),Matchup Wins (Home),Matchup Wins (Visitor),Total Matchups,DSLG (Home),DSLG (Visitor),Wins (Home),Losses (Home),Wins (Visitor),Losses (Visitor)
Mon Dec 11 2023,Washington Wizards,146,Philadelphia 76ers,,101,146,december,2023-2024,3,2,60.0,4,1,80.0,4,0,4,3.0,3.0,14,7,3,18
Mon Dec 11 2023,Denver Nuggets,122,Atlanta Hawks,,129,122,december,2023-2024,4,1,80.0,3,2,60.0,0,2,2,3.0,3.0,9,12,14,9
Mon Dec 11 2023,Toronto Raptors,136,New York Knicks,,130,136,december,2023-2024,3,2,60.0,2,3,40.0,4,0,4,3.0,3.0,12,9,9,13
Mon Dec 11 2023,San Antonio Spurs,93,Houston Rockets,,82,93,december,2023-2024,4,1,80.0,3,2,60.0,3,1,4,3.0,3.0,10,9,3,18
Mon Dec 11 2023,Dallas Mavericks,113,Memphis Grizzlies,,120,113,december,2023-2024,3,2,60.0,1,4,20.0,2,2,4,3.0,3.0,6,15,13,8
Mon Dec 11 2023,Chicago Bulls,133,Milwaukee Bucks,OT,129,133,december,2023-2024,2,3,40.0,2,3,40.0,3,1,4,4.0,3.0,15,7,9,14
Mon Dec 11 2023,Minnesota Timberwolves,121,New Orleans Pelicans,,107,121,december,2023-2024,3,2,60.0,2,3,40.0,2,2,4,4.0,3.0,12,11,17,4
Mon Dec 11 2023,Utah Jazz,134,Oklahoma City Thunder,,120,134,december,2023-2024,3,2,60.0,3,2,60.0,3,1,4,3.0,3.0,14,7,7,15
Mon Dec 11 2023,Brooklyn Nets,131,Sacramento Kings,,118,131,december,2023-2024,1,4,20.0,1,4,20.0,2,0,2,3.0,3.0,12,8,12,9
Mon Dec 11 2023,Portland Trail Blazers,132,Los Angeles Clippers,,127,132,december,2023-2024,3,2,60.0,4,1,80.0,4,0,4,3.0,3.0,11,10,6,15
Tue Dec 12 2023,Cleveland Cavaliers,120,Boston Celtics,,113,120,december,2023-2024,1,4,20.0,3,2,60.0,2,1,3,4.0,1.0,16,5,13,10
Tue Dec 12 2023,Los Angeles Lakers,127,Dallas Mavericks,,125,127,december,2023-2024,2,3,40.0,1,4,20.0,2,1,3,1.0,3.0,14,8,15,9
Tue Dec 12 2023,Denver Nuggets,106,Chicago Bulls,,114,106,december,2023-2024,2,3,40.0,4,1,80.0,0,2,2,1.0,1.0,9,15,15,9
Tue Dec 12 2023,Golden State Warriors,119,Phoenix Suns,,116,119,december,2023-2024,2,3,40.0,3,2,60.0,3,1,4,4.0,4.0,12,10,10,12
Tue Dec 12 2023,Sacramento Kings,119,Los Angeles Clippers,,99,119,december,2023-2024,2,3,40.0,1,4,20.0,2,2,4,1.0,1.0,12,10,13,8
Wed Dec 13 2023,Philadelphia 76ers,111,Detroit Pistons,,129,111,december,2023-2024,2,3,40.0,3,2,60.0,0,4,4,2.0,2.0,2,21,15,7
Wed Dec 13 2023,New Orleans Pelicans,122,Washington Wizards,,142,122,december,2023-2024,4,1,80.0,3,2,60.0,0,2,2,2.0,2.0,3,19,13,11
Wed Dec 13 2023,Charlotte Hornets,115,Miami Heat,,104,115,december,2023-2024,2,3,40.0,2,3,40.0,4,0,4,2.0,2.0,13,10,7,14
Wed Dec 13 2023,Atlanta Hawks,135,Toronto Raptors,,128,135,december,2023-2024,2,3,40.0,3,2,60.0,2,2,4,2.0,2.0,9,14,9,13
Wed Dec 13 2023,Memphis Grizzlies,117,Houston Rockets,,104,117,december,2023-2024,3,2,60.0,3,2,60.0,3,1,4,2.0,2.0,11,9,6,16
Wed Dec 13 2023,Indiana Pacers,140,Milwaukee Bucks,,126,140,december,2023-2024,1,4,20.0,4,1,80.0,3,7,10,2.0,2.0,16,7,13,9
Wed Dec 13 2023,Los Angeles Lakers,119,San Antonio Spurs,,122,119,december,2023-2024,3,2,60.0,1,4,20.0,1,2,3,2.0,1.0,3,19,15,10
Wed Dec 13 2023,Brooklyn Nets,112,Phoenix Suns,,116,112,december,2023-2024,1,4,20.0,2,3,40.0,1,1,2,1.0,2.0,13,10,12,10
Wed Dec 13 2023,New York Knicks,117,Utah Jazz,,113,117,december,2023-2024,3,2,60.0,3,2,60.0,1,1,2,2.0,2.0,7,16,13,9
Thu Dec 14 2023,Cleveland Cavaliers,116,Boston Celtics,,107,116,december,2023-2024,1,4,20.0,4,1,80.0,2,1,3,2.0,2.0,17,5,13,11
Thu Dec 14 2023,Chicago Bulls,116,Miami Heat,,124,116,december,2023-2024,2,3,40.0,2,3,40.0,3,2,5,1.0,2.0,14,10,9,16
Thu Dec 14 2023,Minnesota Timberwolves,101,Dallas Mavericks,,119,101,december,2023-2024,2,3,40.0,3,2,60.0,1,3,4,2.0,3.0,15,8,17,5
Thu Dec 14 2023,Brooklyn Nets,124,Denver Nuggets,,101,124,december,2023-2024,4,1,80.0,3,2,60.0,2,0,2,2.0,1.0,16,9,13,10
Thu Dec 14 2023,Utah Jazz,114,Portland Trail Blazers,,122,114,december,2023-2024,4,1,80.0,2,3,40.0,1,3,4,3.0,1.0,6,16,8,16
Thu Dec 14 2023,Oklahoma City Thunder,128,Sacramento Kings,,123,128,december,2023-2024,2,3,40.0,2,3,40.0,2,2,4,2.0,3.0,13,9,15,7
Thu Dec 14 2023,Golden State Warriors,121,Los Angeles Clippers,,113,121,december,2023-2024,1,4,20.0,3,2,60.0,3,1,4,2.0,2.0,13,10,10,13
Fri Dec 15 2023,New Orleans Pelicans,107,Charlotte Hornets,,112,107,december,2023-2024,2,3,40.0,4,1,80.0,0,2,2,2.0,2.0,7,15,14,11
Fri Dec 15 2023,Detroit Pistons,124,Philadelphia 76ers,,92,124,december,2023-2024,3,2,60.0,1,4,20.0,4,0,4,2.0,2.0,16,7,2,22
Fri Dec 15 2023,Indiana Pacers,137,Washington Wizards,,123,137,december,2023-2024,3,2,60.0,4,1,80.0,1,2,3,2.0,2.0,3,20,13,10
Fri Dec 15 2023,Orlando Magic,128,Boston Celtics,,111,128,december,2023-2024,1,4,20.0,2,3,40.0,2,1,3,1.0,4.0,18,5,16,7
Fri Dec 15 2023,Los Angeles Lakers,129,San Antonio Spurs,,115,129,december,2023-2024,3,2,60.0,2,3,40.0,1,2,3,2.0,2.0,3,20,16,10
Fri Dec 15 2023,Atlanta Hawks,104,Toronto Raptors,,125,104,december,2023-2024,2,3,40.0,3,2,60.0,2,2,4,2.0,2.0,10,14,9,14
Fri Dec 15 2023,Houston Rockets,96,Memphis Grizzlies,,103,96,december,2023-2024,3,2,60.0,2,3,40.0,1,3,4,2.0,2.0,6,17,12,9
Fri Dec 15 2023,New York Knicks,122,Phoenix Suns,,139,122,december,2023-2024,1,4,20.0,4,1,80.0,1,1,2,2.0,2.0,13,11,13,10
Sat Dec 16 2023,Detroit Pistons,146,Milwaukee Bucks,,114,146,december,2023-2024,0,5,0.0,2,3,40.0,4,0,4,3.0,1.0,17,7,2,23
Sat Dec 16 2023,Philadelphia 76ers,82,Charlotte Hornets,,135,82,december,2023-2024,2,3,40.0,2,3,40.0,0,4,4,1.0,1.0,7,16,17,7
Sat Dec 16 2023,Atlanta Hawks,127,Cleveland Cavaliers,,119,127,december,2023-2024,4,1,80.0,3,2,60.0,3,1,4,2.0,1.0,13,12,10,14
Sat Dec 16 2023,Chicago Bulls,118,Miami Heat,,116,118,december,2023-2024,2,3,40.0,3,2,60.0,3,2,5,2.0,2.0,14,11,10,16
Sat Dec 16 2023,Indiana Pacers,127,Minnesota Timberwolves,,109,127,december,2023-2024,4,1,80.0,5,0,100.0,2,0,2,2.0,1.0,18,5,13,11
Sat Dec 16 2023,Brooklyn Nets,124,Golden State Warriors,,120,124,december,2023-2024,4,1,80.0,4,1,80.0,2,0,2,2.0,2.0,10,14,13,11
Sat Dec 16 2023,Oklahoma City Thunder,117,Denver Nuggets,,118,117,december,2023-2024,3,2,60.0,3,2,60.0,1,3,4,2.0,2.0,17,9,15,8
Sat Dec 16 2023,Dallas Mavericks,120,Portland Trail Blazers,,131,120,december,2023-2024,3,2,60.0,2,3,40.0,0,4,4,2.0,2.0,6,17,15,9
Sat Dec 16 2023,Utah Jazz,125,Sacramento Kings,,104,125,december,2023-2024,2,3,40.0,3,2,60.0,3,0,3,2.0,2.0,14,9,9,16
Sat Dec 16 2023,New York Knicks,144,Los Angeles Clippers,,122,144,december,2023-2024,1,4,20.0,4,1,80.0,1,1,2,2.0,1.0,14,10,14,10
Sun Dec 17 2023,Orlando Magic,114,Boston Celtics,,97,114,december,2023-2024,1,4,20.0,3,2,60.0,2,1,3,2.0,2.0,19,5,16,8
Sun Dec 17 2023,New Orleans Pelicans,110,San Antonio Spurs,,146,110,december,2023-2024,2,3,40.0,4,1,80.0,1,3,4,2.0,2.0,4,20,15,11
Sun Dec 17 2023,Houston Rockets,128,Milwaukee Bucks,,119,128,december,2023-2024,0,5,0.0,2,3,40.0,1,1,2,1.0,2.0,18,7,13,9
Sun Dec 17 2023,Washington Wizards,112,Phoenix Suns,,108,112,december,2023-2024,1,4,20.0,2,3,40.0,2,0,2,2.0,2.0,13,12,4,20
Sun Dec 17 2023,Golden State Warriors,114,Portland Trail Blazers,,118,114,december,2023-2024,2,3,40.0,3,2,60.0,0,4,4,1.0,1.0,6,18,11,14
Mon Dec 18 2023,Houston Rockets,135,Cleveland Cavaliers,OT,130,135,december,2023-2024,4,1,80.0,3,2,60.0,1,1,2,2.0,1.0,14,12,13,10
Mon Dec 18 2023,Los Angeles Clippers,127,Indiana Pacers,,151,127,december,2023-2024,5,0,100.0,1,4,20.0,1,1,2,2.0,2.0,13,12,15,10
Mon Dec 18 2023,Chicago Bulls,104,Philadelphia 76ers,,108,104,december,2023-2024,2,3,40.0,4,1,80.0,1,2,3,2.0,2.0,18,7,10,17
Mon Dec 18 2023,Detroit Pistons,130,Atlanta Hawks,,124,130,december,2023-2024,4,1,80.0,3,2,60.0,3,0,3,2.0,2.0,10,15,2,24
Mon Dec 18 2023,Minnesota Timberwolves,108,Miami Heat,,112,108,december,2023-2024,1,4,20.0,3,2,60.0,0,2,2,2.0,2.0,15,11,19,5
Mon Dec 18 2023,Charlotte Hornets,114,Toronto Raptors,,99,114,december,2023-2024,2,3,40.0,1,4,20.0,3,1,4,3.0,2.0,10,15,7,17
Mon Dec 18 2023,Memphis Grizzlies,116,Oklahoma City Thunder,,97,116,december,2023-2024,3,2,60.0,2,3,40.0,3,0,3,2.0,3.0,16,8,6,18
Mon Dec 18 2023,Dallas Mavericks,130,Denver Nuggets,,104,130,december,2023-2024,2,3,40.0,3,2,60.0,2,1,3,2.0,2.0,17,10,16,9
Mon Dec 18 2023,Brooklyn Nets,125,Utah Jazz,,108,125,december,2023-2024,3,2,60.0,4,1,80.0,1,1,2,2.0,2.0,9,17,13,12
Mon Dec 18 2023,Washington Wizards,143,Sacramento Kings,,131,143,december,2023-2024,2,3,40.0,3,2,60.0,1,1,2,2.0,1.0,15,9,4,21
Mon Dec 18 2023,New York Knicks,109,Los Angeles Lakers,,114,109,december,2023-2024,3,2,60.0,4,1,80.0,1,1,2,3.0,2.0,16,11,14,11
Tue Dec 19 2023,Memphis Grizzlies,113,New Orleans Pelicans,,115,113,december,2023-2024,4,1,80.0,2,3,40.0,2,2,4,2.0,1.0,16,11,6,19
Tue Dec 19 2023,San Antonio Spurs,132,Milwaukee Bucks,,119,132,december,2023-2024,0,5,0.0,1,4,20.0,2,0,2,2.0,2.0,19,7,4,21
Tue Dec 19 2023,Boston Celtics,132,Golden State Warriors,OT,126,132,december,2023-2024,4,1,80.0,0,5,0.0,1,1,2,2.0,2.0,12,14,20,5
Tue Dec 19 2023,Phoenix Suns,109,Portland Trail Blazers,,104,109,december,2023-2024,1,4,20.0,0,5,0.0,1,3,4,2.0,2.0,6,19,14,12
Wed Dec 20 2023,Utah Jazz,124,Cleveland Cavaliers,,116,124,december,2023-2024,3,2,60.0,3,2,60.0,2,0,2,2.0,2.0,15,12,10,17
Wed Dec 20 2023,Charlotte Hornets,144,Indiana Pacers,,113,144,december,2023-2024,4,1,80.0,2,3,40.0,2,2,4,2.0,2.0,13,13,7,18
Wed Dec 20 2023,Miami Heat,106,Orlando Magic,,115,106,december,2023-2024,3,2,60.0,1,4,20.0,1,3,4,3.0,2.0,16,9,15,12
Wed Dec 20 2023,Minnesota Timberwolves,127,Philadelphia 76ers,,113,127,december,2023-2024,2,3,40.0,4,1,80.0,1,1,2,2.0,2.0,18,8,20,5
Wed Dec 20 2023,New York Knicks,102,Brooklyn Nets,,121,102,december,2023-2024,5,0,100.0,4,1,80.0,0,4,4,2.0,2.0,13,13,15,11
Wed Dec 20 2023,Denver Nuggets,104,Toronto Raptors,,113,104,december,2023-2024,2,3,40.0,2,3,40.0,0,2,2,2.0,2.0,11,15,18,10
Wed Dec 20 2023,Los Angeles Lakers,124,Chicago Bulls,,108,124,december,2023-2024,4,1,80.0,3,2,60.0,1,1,2,2.0,2.0,11,17,16,12
Wed Dec 20 2023,Atlanta Hawks,127,Houston Rockets,,134,127,december,2023-2024,3,2,60.0,3,2,60.0,0,2,2,2.0,2.0,13,11,11,15
Wed Dec 20 2023,Los Angeles Clippers,111,Dallas Mavericks,,120,111,december,2023-2024,3,2,60.0,1,4,20.0,3,4,7,2.0,2.0,16,10,16,10
Wed Dec 20 2023,Boston Celtics,119,Sacramento Kings,,144,119,december,2023-2024,1,4,20.0,1,4,20.0,0,2,2,2.0,1.0,16,9,20,6
Thu Dec 21 2023,Utah Jazz,111,Detroit Pistons,,119,111,december,2023-2024,3,2,60.0,3,2,60.0,0,2,2,3.0,1.0,2,25,10,18
Thu Dec 21 2023,New Orleans Pelicans,104,Cleveland Cavaliers,,123,104,december,2023-2024,2,3,40.0,3,2,60.0,1,1,2,1.0,2.0,16,12,16,12
Thu Dec 21 2023,San Antonio Spurs,114,Chicago Bulls,,95,114,december,2023-2024,3,2,60.0,2,3,40.0,3,0,3,1.0,2.0,12,17,4,22
Thu Dec 21 2023,Indiana Pacers,116,Memphis Grizzlies,,103,116,december,2023-2024,3,2,60.0,3,2,60.0,1,1,2,2.0,1.0,7,19,14,13
Thu Dec 21 2023,Orlando Magic,118,Milwaukee Bucks,,114,118,december,2023-2024,0,5,0.0,2,3,40.0,2,2,4,2.0,1.0,20,7,16,10
Thu Dec 21 2023,Los Angeles Clippers,134,Oklahoma City Thunder,,115,134,december,2023-2024,2,3,40.0,2,3,40.0,2,1,3,3.0,1.0,17,8,17,10
Thu Dec 21 2023,Los Angeles Lakers,118,Minnesota Timberwolves,,111,118,december,2023-2024,4,1,80.0,4,1,80.0,3,1,4,1.0,1.0,20,6,16,13
Thu Dec 21 2023,Washington Wizards,117,Portland Trail Blazers,,118,117,december,2023-2024,1,4,20.0,3,2,60.0,1,1,2,2.0,3.0,7,19,4,22
Fri Dec 22 2023,Toronto Raptors,121,Philadelphia 76ers,,111,121,december,2023-2024,2,3,40.0,1,4,20.0,4,0,4,2.0,2.0,19,8,11,16
Fri Dec 22 2023,Denver Nuggets,117,Brooklyn Nets,,122,117,december,2023-2024,4,1,80.0,2,3,40.0,0,2,2,2.0,2.0,13,14,19,10
Fri Dec 22 2023,Dallas Mavericks,122,Houston Rockets,,96,122,december,2023-2024,3,2,60.0,2,3,40.0,1,3,4,2.0,2.0,13,12,16,11
Fri Dec 22 2023,Atlanta Hawks,122,Miami Heat,,113,122,december,2023-2024,1,4,20.0,4,1,80.0,3,1,4,2.0,2.0,16,12,12,15
Fri Dec 22 2023,Washington Wizards,129,Golden State Warriors,,118,129,december,2023-2024,3,2,60.0,3,2,60.0,2,0,2,3.0,1.0,13,14,5,22
Fri Dec 22 2023,Phoenix Suns,120,Sacramento Kings,,105,120,december,2023-2024,1,4,20.0,1,4,20.0,2,3,5,2.0,3.0,16,10,14,13
Sat Dec 23 2023,Milwaukee Bucks,111,New York Knicks,,130,111,december,2023-2024,5,0,100.0,0,5,0.0,2,3,5,3.0,2.0,16,11,21,7
Sat Dec 23 2023,Boston Celtics,108,Los Angeles Clippers,,145,108,december,2023-2024,3,2,60.0,2,3,40.0,1,1,2,2.0,3.0,17,11,21,6
Sat Dec 23 2023,Denver Nuggets,95,Charlotte Hornets,,102,95,december,2023-2024,3,2,60.0,2,3,40.0,0,2,2,3.0,1.0,7,19,20,10
Sat Dec 23 2023,Orlando Magic,110,Indiana Pacers,,117,110,december,2023-2024,3,2,60.0,3,2,60.0,1,2,3,2.0,2.0,14,14,16,11
Sat Dec 23 2023,Houston Rockets,104,New Orleans Pelicans,,106,104,december,2023-2024,4,1,80.0,3,2,60.0,2,2,4,2.0,1.0,17,12,14,12
Sat Dec 23 2023,Memphis Grizzlies,119,Atlanta Hawks,,125,119,december,2023-2024,4,1,80.0,3,2,60.0,1,1,2,1.0,2.0,12,16,8,19
Sat Dec 23 2023,Detroit Pistons,126,Brooklyn Nets,,115,126,december,2023-2024,3,2,60.0,3,2,60.0,3,1,4,1.0,2.0,13,15,2,26
Sat Dec 23 2023,Utah Jazz,119,Toronto Raptors,,126,119,december,2023-2024,1,4,20.0,4,1,80.0,0,2,2,1.0,2.0,11,17,11,18
Sat Dec 23 2023,Cleveland Cavaliers,95,Chicago Bulls,,109,95,december,2023-2024,3,2,60.0,1,4,20.0,1,3,4,2.0,2.0,13,17,16,13
Sat Dec 23 2023,Los Angeles Lakers,120,Oklahoma City Thunder,,129,120,december,2023-2024,2,3,40.0,4,1,80.0,1,3,4,2.0,2.0,18,8,16,14
Sat Dec 23 2023,San Antonio Spurs,144,Dallas Mavericks,,119,144,december,2023-2024,3,2,60.0,2,3,40.0,4,0,4,1.0,2.0,16,12,4,23
Sat Dec 23 2023,Portland Trail Blazers,126,Golden State Warriors,,106,126,december,2023-2024,2,3,40.0,0,5,0.0,4,0,4,1.0,2.0,14,14,7,20
Sat Dec 23 2023,Minnesota Timberwolves,98,Sacramento Kings,,110,98,december,2023-2024,0,5,0.0,3,2,60.0,2,1,3,1.0,2.0,17,10,21,6
Mon Dec 25 2023,Milwaukee Bucks,129,New York Knicks,,122,129,december,2023-2024,4,1,80.0,1,4,20.0,2,3,5,2.0,2.0,16,12,22,7
Mon Dec 25 2023,Golden State Warriors,120,Denver Nuggets,,114,120,december,2023-2024,3,2,60.0,1,4,20.0,4,0,4,2.0,2.0,21,10,15,14
Mon Dec 25 2023,Boston Celtics,115,Los Angeles Lakers,,126,115,december,2023-2024,4,1,80.0,3,2,60.0,1,1,2,2.0,2.0,17,14,22,6
Mon Dec 25 2023,Philadelphia 76ers,119,Miami Heat,,113,119,december,2023-2024,1,4,20.0,1,4,20.0,2,3,5,3.0,3.0,17,12,20,8
Mon Dec 25 2023,Dallas Mavericks,114,Phoenix Suns,,128,114,december,2023-2024,2,3,40.0,3,2,60.0,1,2,3,3.0,2.0,14,14,17,12
Tue Dec 26 2023,Brooklyn Nets,112,Detroit Pistons,,118,112,december,2023-2024,4,1,80.0,2,3,40.0,1,3,4,3.0,3.0,2,27,14,15
Tue Dec 26 2023,Orlando Magic,119,Washington Wizards,,127,119,december,2023-2024,4,1,80.0,4,1,80.0,0,4,4,4.0,3.0,5,23,17,11
Tue Dec 26 2023,Atlanta Hawks,118,Chicago Bulls,,113,118,december,2023-2024,2,3,40.0,3,2,60.0,3,1,4,3.0,3.0,13,18,12,17
Tue Dec 26 2023,Indiana Pacers,117,Houston Rockets,,123,117,december,2023-2024,3,2,60.0,2,3,40.0,0,2,2,3.0,3.0,15,12,14,15
Tue Dec 26 2023,Memphis Grizzlies,115,New Orleans Pelicans,OT,116,115,december,2023-2024,3,2,60.0,3,2,60.0,2,2,4,3.0,3.0,17,13,9,19
Tue Dec 26 2023,Minnesota Timberwolves,129,Oklahoma City Thunder,,106,129,december,2023-2024,2,3,40.0,3,2,60.0,2,2,4,3.0,3.0,18,9,22,6
Tue Dec 26 2023,Utah Jazz,118,San Antonio Spurs,,130,118,december,2023-2024,3,2,60.0,4,1,80.0,1,2,3,3.0,3.0,4,24,12,18
Tue Dec 26 2023,Sacramento Kings,130,Portland Trail Blazers,,113,130,december,2023-2024,1,4,20.0,0,5,0.0,1,2,3,3.0,3.0,7,21,17,11
Tue Dec 26 2023,Charlotte Hornets,113,Los Angeles Clippers,,104,113,december,2023-2024,3,2,60.0,2,3,40.0,2,0,2,3.0,3.0,17,12,7,20
Wed Dec 27 2023,Philadelphia 76ers,92,Orlando Magic,,112,92,december,2023-2024,4,1,80.0,2,3,40.0,0,3,3,1.0,2.0,18,11,20,9
Wed Dec 27 2023,Toronto Raptors,102,Washington Wizards,,132,102,december,2023-2024,4,1,80.0,1,4,20.0,1,3,4,1.0,4.0,5,24,11,18
Wed Dec 27 2023,Milwaukee Bucks,122,Brooklyn Nets,,144,122,december,2023-2024,2,3,40.0,2,3,40.0,0,3,3,1.0,2.0,15,15,22,8
Wed Dec 27 2023,Phoenix Suns,113,Houston Rockets,,129,113,december,2023-2024,2,3,40.0,2,3,40.0,2,2,4,1.0,2.0,15,13,14,15
Wed Dec 27 2023,New York Knicks,129,Oklahoma City Thunder,,120,129,december,2023-2024,1,4,20.0,3,2,60.0,2,0,2,1.0,2.0,19,9,17,12
Wed Dec 27 2023,Cleveland Cavaliers,110,Dallas Mavericks,,113,110,december,2023-2024,3,2,60.0,1,4,20.0,0,2,2,2.0,4.0,18,12,17,13
Thu Dec 28 2023,Detroit Pistons,128,Boston Celtics,OT,122,128,december,2023-2024,4,1,80.0,3,2,60.0,3,0,3,3.0,2.0,23,6,2,28
Thu Dec 28 2023,Indiana Pacers,104,Chicago Bulls,,120,104,december,2023-2024,1,4,20.0,2,3,40.0,3,1,4,2.0,2.0,14,18,15,15
Thu Dec 28 2023,Dallas Mavericks,118,Minnesota Timberwolves,,110,118,december,2023-2024,4,1,80.0,2,3,40.0,3,1,4,2.0,1.0,22,7,18,13
Thu Dec 28 2023,Utah Jazz,112,New Orleans Pelicans,,105,112,december,2023-2024,2,3,40.0,4,1,80.0,2,2,4,2.0,2.0,17,14,13,18
Thu Dec 28 2023,Memphis Grizzlies,142,Denver Nuggets,,105,142,december,2023-2024,3,2,60.0,4,1,80.0,4,0,4,3.0,2.0,22,10,10,19
Thu Dec 28 2023,Miami Heat,102,Golden State Warriors,,114,102,december,2023-2024,2,3,40.0,1,4,20.0,1,1,2,3.0,3.0,15,15,18,12
Thu Dec 28 2023,San Antonio Spurs,105,Portland Trail Blazers,,118,105,december,2023-2024,1,4,20.0,3,2,60.0,1,2,3,2.0,2.0,8,21,4,25
Thu Dec 28 2023,Charlotte Hornets,133,Los Angeles Lakers,,112,133,december,2023-2024,3,2,60.0,3,2,60.0,2,0,2,3.0,2.0,17,15,7,21
Fri Dec 29 2023,New York Knicks,117,Orlando Magic,,108,117,december,2023-2024,3,2,60.0,3,2,60.0,3,1,4,2.0,2.0,18,12,17,13
Fri Dec 29 2023,Brooklyn Nets,110,Washington Wizards,,104,110,december,2023-2024,3,2,60.0,1,4,20.0,1,3,4,2.0,2.0,5,25,15,16
Fri Dec 29 2023,Sacramento Kings,110,Atlanta Hawks,,117,110,december,2023-2024,3,2,60.0,1,4,20.0,0,2,2,3.0,3.0,12,18,17,12
Fri Dec 29 2023,Toronto Raptors,120,Boston Celtics,,118,120,december,2023-2024,4,1,80.0,2,3,40.0,4,0,4,1.0,2.0,24,6,12,18
Fri Dec 29 2023,Milwaukee Bucks,111,Cleveland Cavaliers,,119,111,december,2023-2024,2,3,40.0,3,2,60.0,2,2,4,2.0,2.0,18,13,23,8
Fri Dec 29 2023,Philadelphia 76ers,127,Houston Rockets,,131,127,december,2023-2024,1,4,20.0,2,3,40.0,0,2,2,2.0,2.0,15,14,21,9
Fri Dec 29 2023,Oklahoma City Thunder,93,Denver Nuggets,,119,93,december,2023-2024,3,2,60.0,0,5,0.0,1,3,4,1.0,2.0,23,10,20,9
Fri Dec 29 2023,Charlotte Hornets,133,Phoenix Suns,,119,133,december,2023-2024,3,2,60.0,4,1,80.0,2,0,2,2.0,1.0,15,15,7,22
Fri Dec 29 2023,San Antonio Spurs,134,Portland Trail Blazers,,128,134,december,2023-2024,1,4,20.0,4,1,80.0,1,2,3,1.0,1.0,8,22,5,25
Fri Dec 29 2023,Memphis Grizzlies,117,Los Angeles Clippers,,106,117,december,2023-2024,3,2,60.0,4,1,80.0,3,1,4,3.0,1.0,18,12,10,20
Sat Dec 30 2023,Miami Heat,117,Utah Jazz,,109,117,december,2023-2024,5,0,100.0,2,3,40.0,1,1,2,2.0,2.0,13,19,19,12
Sat Dec 30 2023,Toronto Raptors,129,Detroit Pistons,,127,129,december,2023-2024,3,2,60.0,3,2,60.0,2,1,3,2.0,1.0,2,29,12,19
Sat Dec 30 2023,New York Knicks,140,Indiana Pacers,,126,140,december,2023-2024,3,2,60.0,3,2,60.0,2,1,3,2.0,1.0,16,15,17,14
Sat Dec 30 2023,Philadelphia 76ers,105,Chicago Bulls,,92,105,december,2023-2024,0,5,0.0,3,2,60.0,2,1,3,2.0,1.0,14,19,22,9
Sat Dec 30 2023,Los Angeles Lakers,108,Minnesota Timberwolves,,106,108,december,2023-2024,3,2,60.0,3,2,60.0,3,1,4,2.0,2.0,23,7,18,15
Sat Dec 30 2023,Dallas Mavericks,122,Golden State Warriors,,132,122,december,2023-2024,1,4,20.0,3,2,60.0,1,3,4,2.0,2.0,15,16,18,14
Sun Dec 31 2023,Atlanta Hawks,126,Washington Wizards,,130,126,december,2023-2024,2,3,40.0,3,2,60.0,1,3,4,2.0,2.0,6,25,12,19
Sun Dec 31 2023,Los Angeles Lakers,129,New Orleans Pelicans,,109,129,december,2023-2024,1,4,20.0,3,2,60.0,1,4,5,3.0,1.0,18,14,18,16
Sun Dec 31 2023,Brooklyn Nets,124,Oklahoma City Thunder,,108,124,december,2023-2024,1,4,20.0,2,3,40.0,1,1,2,2.0,2.0,21,9,15,17
Sun Dec 31 2023,Boston Celtics,101,San Antonio Spurs,,134,101,december,2023-2024,4,1,80.0,3,2,60.0,0,2,2,2.0,2.0,5,26,25,6
Sun Dec 31 2023,Sacramento Kings,92,Memphis Grizzlies,,123,92,december,2023-2024,4,1,80.0,2,3,40.0,0,3,3,2.0,2.0,10,21,18,12
Sun Dec 31 2023,Orlando Magic,112,Phoenix Suns,,107,112,december,2023-2024,3,2,60.0,3,2,60.0,1,1,2,2.0,2.0,16,15,19,12
Mon Jan 1 2024,Minnesota Timberwolves,112,New York Knicks,,106,112,january,2023-2024,3,2,60.0,2,3,40.0,1,1,2,2.0,2.0,17,15,24,7
Mon Jan 1 2024,Cleveland Cavaliers,124,Toronto Raptors,,121,124,january,2023-2024,4,1,80.0,2,3,40.0,1,2,3,2.0,3.0,12,20,18,14
Mon Jan 1 2024,Detroit Pistons,136,Houston Rockets,,113,136,january,2023-2024,1,4,20.0,2,3,40.0,2,0,2,3.0,2.0,15,15,3,29
Mon Jan 1 2024,Indiana Pacers,113,Milwaukee Bucks,,122,113,january,2023-2024,4,1,80.0,3,2,60.0,3,7,10,3.0,2.0,24,8,17,15
Mon Jan 1 2024,Charlotte Hornets,111,Denver Nuggets,,93,111,january,2023-2024,2,3,40.0,4,1,80.0,2,0,2,3.0,3.0,23,11,7,23
Mon Jan 1 2024,Portland Trail Blazers,109,Phoenix Suns,,88,109,january,2023-2024,2,3,40.0,1,4,20.0,3,1,4,1.0,3.0,17,15,9,22
Mon Jan 1 2024,Dallas Mavericks,127,Utah Jazz,,90,127,january,2023-2024,4,1,80.0,3,2,60.0,1,3,4,2.0,2.0,14,19,19,14
