Date,Visitor/Neutral,PTS,Home/Neutral,,Visitor_PTS,Home_PTS,Month,Season,Recent Wins (Home),Recent Losses (Home),Recent Win % (Home),Recent Wins (Visitor),Recent Losses (Visitor),Recent Win % (Visitor),Matchup Wins (Home),Matchup Wins (Visitor),Total Matchups,DSLG (Visitor),DSLG (Home),Wins (Home),Losses (Home),Wins (Visitor),Losses (Visitor)
Thu Dec 1 2022,Dallas Mavericks,131,Detroit Pistons,OT,125,131,december,2022-2023,3,2,60.0,3,2,60.0,1,1,2,2.0,2.0,47,121,101,69
Fri Dec 2 2022,Washington Wizards,117,Charlotte Hornets,,116,117,december,2022-2023,3,2,60.0,4,1,80.0,1,3,4,2.0,4.0,79,87,75,92
Fri Dec 2 2022,Denver Nuggets,117,Atlanta Hawks,,109,117,december,2022-2023,3,2,60.0,2,3,40.0,1,1,2,2.0,2.0,92,83,105,66
Fri Dec 2 2022,Miami Heat,116,Boston Celtics,OT,120,116,december,2022-2023,0,5,0.0,3,2,60.0,2,2,4,2.0,2.0,107,65,100,72
Fri Dec 2 2022,Toronto Raptors,114,Brooklyn Nets,,105,114,december,2022-2023,2,3,40.0,2,3,40.0,4,0,4,2.0,2.0,100,74,87,85
Fri Dec 2 2022,Orlando Magic,107,Cleveland Cavaliers,,96,107,december,2022-2023,3,2,60.0,2,3,40.0,4,0,4,2.0,2.0,79,90,46,121
Fri Dec 2 2022,Los Angeles Lakers,129,Milwaukee Bucks,,133,129,december,2022-2023,1,4,20.0,3,2,60.0,1,1,2,2.0,2.0,109,61,77,88
Fri Dec 2 2022,Philadelphia 76ers,117,Memphis Grizzlies,,109,117,december,2022-2023,3,2,60.0,4,1,80.0,1,1,2,2.0,2.0,104,67,109,64
Fri Dec 2 2022,New Orleans Pelicans,99,San Antonio Spurs,,117,99,december,2022-2023,2,3,40.0,2,3,40.0,0,4,4,2.0,2.0,71,96,81,93
Fri Dec 2 2022,Houston Rockets,121,Phoenix Suns,,122,121,december,2022-2023,1,4,20.0,2,3,40.0,1,2,3,2.0,2.0,128,44,41,125
Fri Dec 2 2022,Indiana Pacers,139,Utah Jazz,,119,139,december,2022-2023,2,3,40.0,3,2,60.0,2,0,2,2.0,2.0,109,66,66,99
Fri Dec 2 2022,Chicago Bulls,119,Golden State Warriors,,111,119,december,2022-2023,3,2,60.0,4,1,80.0,1,1,2,2.0,3.0,99,73,82,89
Sat Dec 3 2022,Dallas Mavericks,100,New York Knicks,,121,100,december,2022-2023,2,3,40.0,4,1,80.0,0,2,2,2.0,3.0,82,85,101,70
Sat Dec 3 2022,Sacramento Kings,96,Los Angeles Clippers,,123,96,december,2022-2023,3,2,60.0,3,2,60.0,1,3,4,3.0,3.0,98,73,67,98
Sat Dec 3 2022,Milwaukee Bucks,96,Charlotte Hornets,,105,96,december,2022-2023,2,3,40.0,1,4,20.0,1,2,3,1.0,1.0,80,87,109,62
Sat Dec 3 2022,Oklahoma City Thunder,128,Minnesota Timberwolves,,135,128,december,2022-2023,3,2,60.0,2,3,40.0,4,1,5,3.0,3.0,80,95,54,113
Sat Dec 3 2022,Orlando Magic,121,Toronto Raptors,,108,121,december,2022-2023,2,3,40.0,2,3,40.0,2,2,4,1.0,1.0,87,86,46,122
Sat Dec 3 2022,Houston Rockets,120,Golden State Warriors,,101,120,december,2022-2023,2,3,40.0,3,2,60.0,4,0,4,1.0,1.0,100,73,42,125
Sat Dec 3 2022,Portland Trail Blazers,111,Utah Jazz,,116,111,december,2022-2023,2,3,40.0,4,1,80.0,1,3,4,3.0,1.0,110,66,73,94
Sun Dec 4 2022,Denver Nuggets,121,New Orleans Pelicans,,106,121,december,2022-2023,3,2,60.0,3,2,60.0,2,2,4,2.0,2.0,82,93,105,67
Sun Dec 4 2022,Phoenix Suns,95,San Antonio Spurs,,133,95,december,2022-2023,1,4,20.0,1,4,20.0,0,3,3,2.0,2.0,71,97,128,45
Sun Dec 4 2022,Boston Celtics,92,Brooklyn Nets,,103,92,december,2022-2023,1,4,20.0,0,5,0.0,1,3,4,2.0,2.0,101,74,107,66
Sun Dec 4 2022,Memphis Grizzlies,112,Detroit Pistons,,122,112,december,2022-2023,2,3,40.0,2,3,40.0,0,2,2,2.0,3.0,48,121,105,67
Sun Dec 4 2022,Cleveland Cavaliers,92,New York Knicks,,81,92,december,2022-2023,1,4,20.0,3,2,60.0,7,2,9,2.0,1.0,82,86,80,90
Sun Dec 4 2022,Chicago Bulls,110,Sacramento Kings,,101,110,december,2022-2023,3,2,60.0,5,0,100.0,2,0,2,2.0,1.0,68,98,82,90
Sun Dec 4 2022,Los Angeles Lakers,119,Washington Wizards,,130,119,december,2022-2023,4,1,80.0,3,2,60.0,0,2,2,2.0,2.0,75,93,78,88
Sun Dec 4 2022,Indiana Pacers,116,Portland Trail Blazers,,100,116,december,2022-2023,4,1,80.0,4,1,80.0,1,1,2,2.0,1.0,74,94,66,100
Mon Dec 5 2022,Los Angeles Clippers,117,Charlotte Hornets,,119,117,december,2022-2023,1,4,20.0,2,3,40.0,0,2,2,2.0,2.0,80,88,98,74
Mon Dec 5 2022,Milwaukee Bucks,102,Orlando Magic,,109,102,december,2022-2023,3,2,60.0,2,3,40.0,0,3,3,2.0,2.0,46,123,110,62
Mon Dec 5 2022,Oklahoma City Thunder,114,Atlanta Hawks,,121,114,december,2022-2023,3,2,60.0,3,2,60.0,1,1,2,2.0,3.0,93,83,55,113
Mon Dec 5 2022,Boston Celtics,110,Toronto Raptors,,116,110,december,2022-2023,2,3,40.0,1,4,20.0,0,4,4,1.0,2.0,88,86,108,66
Mon Dec 5 2022,Philadelphia 76ers,132,Houston Rockets,2OT,123,132,december,2022-2023,4,1,80.0,4,1,80.0,1,1,2,3.0,2.0,42,126,109,65
Mon Dec 5 2022,Miami Heat,101,Memphis Grizzlies,,93,101,december,2022-2023,3,2,60.0,3,2,60.0,1,1,2,3.0,1.0,106,67,101,72
Mon Dec 5 2022,Phoenix Suns,130,Dallas Mavericks,,111,130,december,2022-2023,4,1,80.0,2,3,40.0,2,2,4,1.0,2.0,102,70,129,45
Mon Dec 5 2022,Indiana Pacers,104,Golden State Warriors,,112,104,december,2022-2023,2,3,40.0,5,0,100.0,0,2,2,1.0,2.0,101,73,66,101
Tue Dec 6 2022,Los Angeles Lakers,116,Cleveland Cavaliers,,102,116,december,2022-2023,3,2,60.0,3,2,60.0,2,0,2,2.0,2.0,80,91,79,88
Tue Dec 6 2022,Detroit Pistons,96,Miami Heat,,116,96,december,2022-2023,4,1,80.0,1,4,20.0,2,1,3,2.0,1.0,101,73,48,122
Tue Dec 6 2022,Dallas Mavericks,115,Denver Nuggets,,116,115,december,2022-2023,3,2,60.0,3,2,60.0,2,2,4,1.0,2.0,105,68,103,70
Wed Dec 7 2022,Los Angeles Clippers,116,Orlando Magic,OT,111,116,december,2022-2023,3,2,60.0,3,2,60.0,2,0,2,2.0,2.0,46,124,99,74
Wed Dec 7 2022,Charlotte Hornets,122,Brooklyn Nets,,116,122,december,2022-2023,0,5,0.0,1,4,20.0,4,0,4,2.0,3.0,101,75,80,89
Wed Dec 7 2022,Atlanta Hawks,113,New York Knicks,,89,113,december,2022-2023,1,4,20.0,2,3,40.0,2,2,4,2.0,3.0,83,86,93,84
Wed Dec 7 2022,Los Angeles Lakers,126,Toronto Raptors,,113,126,december,2022-2023,2,3,40.0,3,2,60.0,1,1,2,1.0,2.0,88,87,79,89
Wed Dec 7 2022,Washington Wizards,115,Chicago Bulls,,111,115,december,2022-2023,5,0,100.0,3,2,60.0,2,2,4,3.0,3.0,82,91,75,94
Wed Dec 7 2022,Oklahoma City Thunder,123,Memphis Grizzlies,,102,123,december,2022-2023,3,2,60.0,4,1,80.0,2,2,4,2.0,2.0,107,67,56,113
Wed Dec 7 2022,Sacramento Kings,126,Milwaukee Bucks,,113,126,december,2022-2023,3,2,60.0,2,3,40.0,2,0,2,3.0,2.0,111,62,69,98
Wed Dec 7 2022,Indiana Pacers,121,Minnesota Timberwolves,,115,121,december,2022-2023,2,3,40.0,5,0,100.0,2,0,2,2.0,4.0,80,96,67,101
Wed Dec 7 2022,Detroit Pistons,104,New Orleans Pelicans,,98,104,december,2022-2023,2,3,40.0,1,4,20.0,2,0,2,1.0,3.0,83,93,49,122
Wed Dec 7 2022,Golden State Warriors,124,Utah Jazz,,123,124,december,2022-2023,1,4,20.0,2,3,40.0,1,2,3,2.0,4.0,110,67,101,74
Wed Dec 7 2022,Boston Celtics,98,Phoenix Suns,,125,98,december,2022-2023,3,2,60.0,2,3,40.0,1,1,2,2.0,2.0,129,46,109,66
Thu Dec 8 2022,Los Angeles Clippers,115,Miami Heat,,110,115,december,2022-2023,4,1,80.0,4,1,80.0,2,0,2,1.0,2.0,101,74,99,75
Thu Dec 8 2022,Houston Rockets,118,San Antonio Spurs,,109,118,december,2022-2023,1,4,20.0,4,1,80.0,2,2,4,3.0,4.0,71,98,43,126
Thu Dec 8 2022,Denver Nuggets,120,Portland Trail Blazers,,121,120,december,2022-2023,3,2,60.0,2,3,40.0,1,3,4,2.0,4.0,75,94,105,69
Fri Dec 9 2022,New York Knicks,102,Charlotte Hornets,,121,102,december,2022-2023,2,3,40.0,1,4,20.0,1,2,3,2.0,2.0,80,90,84,86
Fri Dec 9 2022,Washington Wizards,121,Indiana Pacers,,111,121,december,2022-2023,5,0,100.0,3,2,60.0,2,2,4,2.0,2.0,67,102,75,95
Fri Dec 9 2022,Toronto Raptors,113,Orlando Magic,,109,113,december,2022-2023,2,3,40.0,2,3,40.0,2,2,4,2.0,2.0,47,124,89,87
Fri Dec 9 2022,Atlanta Hawks,120,Brooklyn Nets,,116,120,december,2022-2023,0,5,0.0,3,2,60.0,3,1,4,2.0,2.0,102,75,93,85
Fri Dec 9 2022,Sacramento Kings,95,Cleveland Cavaliers,,106,95,december,2022-2023,2,3,40.0,2,3,40.0,0,2,2,2.0,3.0,81,91,69,99
Fri Dec 9 2022,Los Angeles Lakers,133,Philadelphia 76ers,OT,122,133,december,2022-2023,4,1,80.0,4,1,80.0,2,0,2,2.0,4.0,109,66,79,90
Fri Dec 9 2022,Detroit Pistons,114,Memphis Grizzlies,,103,114,december,2022-2023,2,3,40.0,2,3,40.0,2,0,2,2.0,2.0,108,67,49,123
Fri Dec 9 2022,Phoenix Suns,128,New Orleans Pelicans,,117,128,december,2022-2023,1,4,20.0,2,3,40.0,2,2,4,2.0,2.0,84,93,129,47
Fri Dec 9 2022,Minnesota Timberwolves,108,Utah Jazz,,118,108,december,2022-2023,0,5,0.0,1,4,20.0,2,2,4,2.0,2.0,111,67,81,96
Fri Dec 9 2022,Milwaukee Bucks,105,Dallas Mavericks,,106,105,december,2022-2023,3,2,60.0,3,2,60.0,0,2,2,2.0,3.0,104,70,112,62
Sat Dec 10 2022,San Antonio Spurs,111,Miami Heat,,115,111,december,2022-2023,3,2,60.0,1,4,20.0,1,1,2,2.0,2.0,102,74,72,98
Sat Dec 10 2022,Brooklyn Nets,133,Indiana Pacers,,136,133,december,2022-2023,4,1,80.0,0,5,0.0,2,2,4,1.0,1.0,68,102,103,75
Sat Dec 10 2022,Los Angeles Clippers,107,Washington Wizards,,114,107,december,2022-2023,4,1,80.0,4,1,80.0,0,2,2,2.0,1.0,75,96,99,76
Sat Dec 10 2022,Oklahoma City Thunder,110,Cleveland Cavaliers,,102,110,december,2022-2023,1,4,20.0,4,1,80.0,1,1,2,3.0,1.0,81,92,56,114
Sat Dec 10 2022,Dallas Mavericks,144,Chicago Bulls,,115,144,december,2022-2023,4,1,80.0,3,2,60.0,2,0,2,1.0,3.0,83,91,104,71
Sat Dec 10 2022,Boston Celtics,123,Golden State Warriors,,107,123,december,2022-2023,2,3,40.0,3,2,60.0,1,1,2,3.0,3.0,101,75,110,66
Sat Dec 10 2022,Utah Jazz,115,Denver Nuggets,,110,115,december,2022-2023,3,2,60.0,0,5,0.0,2,2,4,1.0,2.0,106,69,111,68
Sat Dec 10 2022,Minnesota Timberwolves,124,Portland Trail Blazers,,118,124,december,2022-2023,2,3,40.0,2,3,40.0,3,1,4,1.0,2.0,75,95,82,96
Sun Dec 11 2022,Phoenix Suns,129,New Orleans Pelicans,OT,124,129,december,2022-2023,1,4,20.0,3,2,60.0,2,2,4,2.0,2.0,85,93,129,48
Sun Dec 11 2022,Los Angeles Lakers,117,Detroit Pistons,,124,117,december,2022-2023,3,2,60.0,5,0,100.0,0,2,2,2.0,2.0,49,124,79,91
Sun Dec 11 2022,Sacramento Kings,112,New York Knicks,,99,112,december,2022-2023,1,4,20.0,3,2,60.0,1,1,2,2.0,2.0,85,86,70,99
Sun Dec 11 2022,Toronto Raptors,111,Orlando Magic,,99,111,december,2022-2023,2,3,40.0,2,3,40.0,2,2,4,2.0,2.0,48,124,89,88
Sun Dec 11 2022,Charlotte Hornets,131,Philadelphia 76ers,,113,131,december,2022-2023,3,2,60.0,1,4,20.0,2,1,3,2.0,2.0,110,66,80,91
Sun Dec 11 2022,Chicago Bulls,123,Atlanta Hawks,OT,122,123,december,2022-2023,3,2,60.0,3,2,60.0,2,2,4,1.0,2.0,93,86,84,91
Sun Dec 11 2022,Milwaukee Bucks,97,Houston Rockets,,92,97,december,2022-2023,4,1,80.0,3,2,60.0,1,1,2,2.0,3.0,43,127,113,62
Mon Dec 12 2022,Miami Heat,82,Indiana Pacers,,87,82,december,2022-2023,3,2,60.0,2,3,40.0,2,2,4,2.0,2.0,68,103,102,75
Mon Dec 12 2022,Brooklyn Nets,100,Washington Wizards,,112,100,december,2022-2023,3,2,60.0,1,4,20.0,0,4,4,2.0,2.0,75,97,104,75
Mon Dec 12 2022,Atlanta Hawks,128,Memphis Grizzlies,,103,128,december,2022-2023,1,4,20.0,2,3,40.0,2,0,2,1.0,3.0,109,67,94,86
Mon Dec 12 2022,Oklahoma City Thunder,121,Dallas Mavericks,,114,121,december,2022-2023,3,2,60.0,4,1,80.0,1,2,3,2.0,2.0,104,72,56,115
Mon Dec 12 2022,Cleveland Cavaliers,112,San Antonio Spurs,,111,112,december,2022-2023,2,3,40.0,1,4,20.0,1,1,2,2.0,2.0,73,98,82,92
Mon Dec 12 2022,Minnesota Timberwolves,133,Portland Trail Blazers,,112,133,december,2022-2023,2,3,40.0,2,3,40.0,3,1,4,2.0,2.0,76,95,82,97
Mon Dec 12 2022,Boston Celtics,113,Los Angeles Clippers,,93,113,december,2022-2023,4,1,80.0,4,1,80.0,1,1,2,2.0,2.0,100,76,110,67
Tue Dec 13 2022,Sacramento Kings,123,Philadelphia 76ers,,103,123,december,2022-2023,3,2,60.0,4,1,80.0,2,0,2,2.0,2.0,111,66,70,100
Tue Dec 13 2022,Golden State Warriors,128,Milwaukee Bucks,,111,128,december,2022-2023,4,1,80.0,1,4,20.0,1,1,2,3.0,2.0,113,63,102,75
Tue Dec 13 2022,Phoenix Suns,111,Houston Rockets,,97,111,december,2022-2023,3,2,60.0,4,1,80.0,2,1,3,2.0,2.0,44,127,129,49
Tue Dec 13 2022,New Orleans Pelicans,121,Utah Jazz,,100,121,december,2022-2023,1,4,20.0,1,4,20.0,3,0,3,2.0,3.0,111,69,86,93
Tue Dec 13 2022,Boston Celtics,118,Los Angeles Lakers,OT,122,118,december,2022-2023,5,0,100.0,5,0,100.0,0,2,2,1.0,2.0,80,91,110,68
Wed Dec 14 2022,Detroit Pistons,134,Charlotte Hornets,OT,141,134,december,2022-2023,2,3,40.0,3,2,60.0,2,2,4,3.0,3.0,80,92,49,125
Wed Dec 14 2022,Golden State Warriors,125,Indiana Pacers,,119,125,december,2022-2023,2,3,40.0,2,3,40.0,2,0,2,1.0,2.0,68,104,102,76
Wed Dec 14 2022,Atlanta Hawks,135,Orlando Magic,,124,135,december,2022-2023,1,4,20.0,3,2,60.0,1,3,4,2.0,3.0,49,124,94,87
Wed Dec 14 2022,New York Knicks,120,Chicago Bulls,OT,128,120,december,2022-2023,3,2,60.0,1,4,20.0,1,2,3,3.0,3.0,84,92,86,86
Wed Dec 14 2022,Sacramento Kings,123,Toronto Raptors,,124,123,december,2022-2023,2,3,40.0,4,1,80.0,1,1,2,1.0,3.0,89,89,70,101
Wed Dec 14 2022,Miami Heat,108,Oklahoma City Thunder,,110,108,december,2022-2023,5,0,100.0,2,3,40.0,0,2,2,2.0,2.0,56,116,103,75
Wed Dec 14 2022,Portland Trail Blazers,112,San Antonio Spurs,,128,112,december,2022-2023,1,4,20.0,1,4,20.0,1,3,4,2.0,2.0,74,98,77,95
Wed Dec 14 2022,Cleveland Cavaliers,90,Dallas Mavericks,,105,90,december,2022-2023,2,3,40.0,2,3,40.0,0,2,2,2.0,2.0,105,72,82,93
Wed Dec 14 2022,Washington Wizards,141,Denver Nuggets,,128,141,december,2022-2023,3,2,60.0,2,3,40.0,2,0,2,2.0,4.0,107,69,75,98
Wed Dec 14 2022,Minnesota Timberwolves,99,Los Angeles Clippers,,88,99,december,2022-2023,4,1,80.0,3,2,60.0,1,2,3,2.0,2.0,101,76,82,98
Thu Dec 15 2022,Miami Heat,108,Houston Rockets,,111,108,december,2022-2023,2,3,40.0,2,3,40.0,0,2,2,1.0,2.0,45,127,104,75
Thu Dec 15 2022,Milwaukee Bucks,142,Memphis Grizzlies,,101,142,december,2022-2023,1,4,20.0,3,2,60.0,2,0,2,2.0,3.0,110,67,114,63
Thu Dec 15 2022,New Orleans Pelicans,132,Utah Jazz,OT,129,132,december,2022-2023,1,4,20.0,1,4,20.0,3,0,3,2.0,2.0,112,69,86,94
Thu Dec 15 2022,Phoenix Suns,95,Los Angeles Clippers,,111,95,december,2022-2023,3,2,60.0,4,1,80.0,3,6,9,2.0,1.0,102,76,129,50
Fri Dec 16 2022,Atlanta Hawks,106,Charlotte Hornets,,125,106,december,2022-2023,2,3,40.0,4,1,80.0,3,1,4,2.0,2.0,80,93,94,88
Fri Dec 16 2022,Sacramento Kings,113,Detroit Pistons,,122,113,december,2022-2023,4,1,80.0,5,0,100.0,0,2,2,2.0,2.0,50,125,71,101
Fri Dec 16 2022,Orlando Magic,109,Boston Celtics,,117,109,december,2022-2023,5,0,100.0,0,5,0.0,1,3,4,2.0,3.0,111,68,50,124
Fri Dec 16 2022,Indiana Pacers,118,Cleveland Cavaliers,,112,118,december,2022-2023,2,3,40.0,1,4,20.0,3,1,4,2.0,2.0,83,93,69,104
Fri Dec 16 2022,Golden State Warriors,118,Philadelphia 76ers,,106,118,december,2022-2023,2,3,40.0,3,2,60.0,1,1,2,2.0,3.0,112,66,102,77
Fri Dec 16 2022,Brooklyn Nets,116,Toronto Raptors,,119,116,december,2022-2023,2,3,40.0,2,3,40.0,0,4,4,4.0,2.0,89,90,105,75
Fri Dec 16 2022,New York Knicks,91,Chicago Bulls,,114,91,december,2022-2023,2,3,40.0,2,3,40.0,1,2,3,2.0,2.0,84,93,87,86
Fri Dec 16 2022,Minnesota Timberwolves,110,Oklahoma City Thunder,,112,110,december,2022-2023,4,1,80.0,4,1,80.0,1,4,5,2.0,2.0,56,117,82,99
Fri Dec 16 2022,Portland Trail Blazers,130,Dallas Mavericks,,110,130,december,2022-2023,2,3,40.0,1,4,20.0,2,2,4,2.0,2.0,105,73,78,95
Fri Dec 16 2022,Denver Nuggets,126,Los Angeles Lakers,,108,126,december,2022-2023,4,1,80.0,2,3,40.0,2,2,4,2.0,3.0,80,92,108,69
Sat Dec 17 2022,Washington Wizards,102,Los Angeles Clippers,,93,102,december,2022-2023,2,3,40.0,3,2,60.0,2,0,2,3.0,2.0,102,77,75,99
Sat Dec 17 2022,Miami Heat,101,San Antonio Spurs,,111,101,december,2022-2023,1,4,20.0,3,2,60.0,1,1,2,2.0,3.0,74,99,105,75
Sat Dec 17 2022,Dallas Mavericks,100,Cleveland Cavaliers,OT,99,100,december,2022-2023,2,3,40.0,1,4,20.0,2,0,2,1.0,1.0,84,93,106,73
Sat Dec 17 2022,Portland Trail Blazers,95,Houston Rockets,,107,95,december,2022-2023,1,4,20.0,2,3,40.0,0,3,3,1.0,2.0,45,128,78,96
Sat Dec 17 2022,Utah Jazz,123,Milwaukee Bucks,,97,123,december,2022-2023,3,2,60.0,1,4,20.0,2,0,2,2.0,2.0,114,64,113,69
Sat Dec 17 2022,Memphis Grizzlies,115,Oklahoma City Thunder,,109,115,december,2022-2023,3,2,60.0,0,5,0.0,2,2,4,2.0,1.0,56,118,111,67
Sat Dec 17 2022,New Orleans Pelicans,118,Phoenix Suns,,114,118,december,2022-2023,4,1,80.0,2,3,40.0,2,2,4,2.0,2.0,130,50,86,95
Sun Dec 18 2022,Orlando Magic,92,Boston Celtics,,95,92,december,2022-2023,4,1,80.0,1,4,20.0,1,3,4,2.0,2.0,111,69,51,124
Sun Dec 18 2022,New York Knicks,106,Indiana Pacers,,109,106,december,2022-2023,1,4,20.0,3,2,60.0,1,3,4,2.0,2.0,69,105,88,86
Sun Dec 18 2022,Brooklyn Nets,121,Detroit Pistons,,124,121,december,2022-2023,3,2,60.0,3,2,60.0,1,2,3,2.0,2.0,50,126,106,75
Sun Dec 18 2022,Golden State Warriors,110,Toronto Raptors,,126,110,december,2022-2023,2,3,40.0,4,1,80.0,0,2,2,2.0,2.0,89,91,102,78
Sun Dec 18 2022,Chicago Bulls,150,Minnesota Timberwolves,,126,150,december,2022-2023,5,0,100.0,1,4,20.0,1,1,2,2.0,2.0,83,99,84,94
Sun Dec 18 2022,Charlotte Hornets,119,Denver Nuggets,,115,119,december,2022-2023,2,3,40.0,2,3,40.0,2,0,2,2.0,2.0,108,70,80,94
Sun Dec 18 2022,Washington Wizards,119,Los Angeles Lakers,,117,119,december,2022-2023,3,2,60.0,3,2,60.0,2,0,2,1.0,2.0,81,92,75,100
Mon Dec 19 2022,Utah Jazz,122,Cleveland Cavaliers,,99,122,december,2022-2023,2,3,40.0,2,3,40.0,1,1,2,2.0,2.0,85,93,113,70
Mon Dec 19 2022,Toronto Raptors,104,Philadelphia 76ers,OT,101,104,december,2022-2023,1,4,20.0,2,3,40.0,3,1,4,1.0,3.0,113,66,89,92
Mon Dec 19 2022,Orlando Magic,126,Atlanta Hawks,,125,126,december,2022-2023,4,1,80.0,2,3,40.0,3,1,4,1.0,3.0,95,88,52,124
Mon Dec 19 2022,San Antonio Spurs,105,Houston Rockets,,124,105,december,2022-2023,1,4,20.0,1,4,20.0,2,2,4,2.0,2.0,45,129,74,100
Mon Dec 19 2022,Dallas Mavericks,116,Minnesota Timberwolves,,106,116,december,2022-2023,4,1,80.0,2,3,40.0,2,1,3,2.0,1.0,84,99,106,74
Mon Dec 19 2022,Milwaukee Bucks,119,New Orleans Pelicans,,128,119,december,2022-2023,3,2,60.0,3,2,60.0,0,2,2,2.0,2.0,86,96,115,64
Mon Dec 19 2022,Portland Trail Blazers,123,Oklahoma City Thunder,,121,123,december,2022-2023,2,3,40.0,3,2,60.0,4,0,4,2.0,2.0,57,118,79,96
Mon Dec 19 2022,Los Angeles Lakers,130,Phoenix Suns,,104,130,december,2022-2023,4,1,80.0,2,3,40.0,2,2,4,1.0,2.0,131,50,82,92
Mon Dec 19 2022,Charlotte Hornets,119,Sacramento Kings,,125,119,december,2022-2023,5,0,100.0,2,3,40.0,1,1,2,1.0,3.0,72,101,80,95
Tue Dec 20 2022,Utah Jazz,111,Detroit Pistons,,126,111,december,2022-2023,2,3,40.0,3,2,60.0,1,1,2,1.0,2.0,50,127,113,71
Tue Dec 20 2022,Chicago Bulls,103,Miami Heat,,113,103,december,2022-2023,4,1,80.0,2,3,40.0,1,3,4,2.0,3.0,106,75,84,95
Tue Dec 20 2022,Golden State Warriors,132,New York Knicks,,94,132,december,2022-2023,4,1,80.0,4,1,80.0,1,1,2,2.0,2.0,89,86,103,78
Tue Dec 20 2022,Washington Wizards,110,Phoenix Suns,,113,110,december,2022-2023,3,2,60.0,3,2,60.0,0,2,2,2.0,1.0,132,50,75,101
Tue Dec 20 2022,Memphis Grizzlies,105,Denver Nuggets,,91,105,december,2022-2023,2,3,40.0,1,4,20.0,2,1,3,3.0,2.0,109,70,111,68
Wed Dec 21 2022,Milwaukee Bucks,114,Cleveland Cavaliers,,106,114,december,2022-2023,2,3,40.0,3,2,60.0,2,2,4,2.0,2.0,86,93,116,64
Wed Dec 21 2022,Detroit Pistons,113,Philadelphia 76ers,,93,113,december,2022-2023,0,5,0.0,1,4,20.0,3,0,3,1.0,2.0,114,66,50,128
Wed Dec 21 2022,Chicago Bulls,108,Atlanta Hawks,,110,108,december,2022-2023,3,2,60.0,3,2,60.0,2,2,4,1.0,2.0,96,88,85,95
Wed Dec 21 2022,Indiana Pacers,112,Boston Celtics,,117,112,december,2022-2023,3,2,60.0,1,4,20.0,2,1,3,3.0,3.0,111,70,69,106
Wed Dec 21 2022,Golden State Warriors,143,Brooklyn Nets,,113,143,december,2022-2023,4,1,80.0,5,0,100.0,2,0,2,1.0,3.0,107,75,103,79
Wed Dec 21 2022,Toronto Raptors,106,New York Knicks,,113,106,december,2022-2023,3,2,60.0,2,3,40.0,1,3,4,2.0,1.0,90,86,89,93
Wed Dec 21 2022,Orlando Magic,110,Houston Rockets,,116,110,december,2022-2023,0,5,0.0,3,2,60.0,1,1,2,2.0,2.0,45,130,52,125
Wed Dec 21 2022,Dallas Mavericks,99,Minnesota Timberwolves,,104,99,december,2022-2023,3,2,60.0,2,3,40.0,2,1,3,2.0,2.0,85,99,106,75
Wed Dec 21 2022,Portland Trail Blazers,101,Oklahoma City Thunder,,98,101,december,2022-2023,1,4,20.0,4,1,80.0,4,0,4,2.0,2.0,58,118,79,97
Wed Dec 21 2022,Los Angeles Lakers,134,Sacramento Kings,,120,134,december,2022-2023,4,1,80.0,2,3,40.0,3,1,4,2.0,2.0,72,102,82,93
Wed Dec 21 2022,Charlotte Hornets,126,Los Angeles Clippers,,105,126,december,2022-2023,1,4,20.0,3,2,60.0,2,0,2,2.0,4.0,103,77,81,95
Thu Dec 22 2022,San Antonio Spurs,126,New Orleans Pelicans,,117,126,december,2022-2023,3,2,60.0,2,3,40.0,4,0,4,3.0,3.0,86,97,75,100
Thu Dec 22 2022,Washington Wizards,120,Utah Jazz,,112,120,december,2022-2023,3,2,60.0,4,1,80.0,1,1,2,2.0,2.0,114,71,76,101
Fri Dec 23 2022,San Antonio Spurs,133,Orlando Magic,,113,133,december,2022-2023,4,1,80.0,2,3,40.0,1,1,2,1.0,2.0,53,125,75,101
Fri Dec 23 2022,Los Angeles Clippers,119,Philadelphia 76ers,,114,119,december,2022-2023,0,5,0.0,0,5,0.0,2,0,2,2.0,2.0,115,66,104,77
Fri Dec 23 2022,Detroit Pistons,130,Atlanta Hawks,,105,130,december,2022-2023,3,2,60.0,2,3,40.0,4,0,4,2.0,2.0,96,89,50,129
Fri Dec 23 2022,Minnesota Timberwolves,121,Boston Celtics,,109,121,december,2022-2023,2,3,40.0,2,3,40.0,2,0,2,2.0,2.0,111,71,85,100
Fri Dec 23 2022,Milwaukee Bucks,118,Brooklyn Nets,,100,118,december,2022-2023,4,1,80.0,3,2,60.0,1,3,4,2.0,2.0,108,75,116,65
Fri Dec 23 2022,Toronto Raptors,107,Cleveland Cavaliers,,118,107,december,2022-2023,1,4,20.0,2,3,40.0,1,3,4,2.0,2.0,87,93,90,93
Fri Dec 23 2022,Chicago Bulls,117,New York Knicks,,118,117,december,2022-2023,3,2,60.0,3,2,60.0,2,1,3,2.0,2.0,90,87,86,95
Fri Dec 23 2022,Dallas Mavericks,106,Houston Rockets,,112,106,december,2022-2023,0,5,0.0,3,2,60.0,1,3,4,2.0,2.0,45,131,107,75
Fri Dec 23 2022,Indiana Pacers,108,Miami Heat,,111,108,december,2022-2023,4,1,80.0,2,3,40.0,2,2,4,2.0,3.0,106,76,70,106
